"RESPONSE","PREDICTOR","RESPONSEVAL","PREDICTORVAL","N"
"IA_2","CP_3","1","7",2
"IA_2","CP_3","4","5",7
"IA_2","CP_3","7","4",7
"IA_2","CP_3","6","7",23
"IA_2","CP_3","5","7",6
"IA_2","CP_3","6","3",2
"IA_2","CP_3","4","6",3
"IA_2","CP_3","2","1",5
"IA_2","CP_3","4","4",9
"IA_2","CP_3","2","2",2
"IA_2","CP_3","3","5",3
"IA_2","CP_3","5","1",3
"IA_2","CP_3","1","1",3
"IA_2","CP_3","4","7",2
"IA_2","CP_3","3","3",5
"IA_2","CP_3","7","3",1
"IA_2","CP_3","3","2",1
"IA_2","CP_3","2","3",3
"IA_2","CP_3","5","2",3
"IA_2","CP_3","4","2",5
"IA_2","CP_3","7","1",1
"IA_2","CP_3","3","6",2
"IA_2","CP_3","2","6",1
"IA_2","CP_3","3","4",5
"IA_2","CP_3","3","7",1
"IA_3","CP_3","7","7",30
"IA_3","CP_3","4","5",9
"IA_3","CP_3","7","6",28
"IA_3","CP_3","6","4",16
"IA_3","CP_3","5","3",11
"IA_3","CP_3","6","7",25
"IA_3","CP_3","5","6",11
"IA_3","CP_3","6","6",38
"IA_3","CP_3","6","5",41
"IA_3","CP_3","7","5",17
"IA_3","CP_3","3","1",3
"IA_3","CP_3","4","3",6
"IA_3","CP_3","5","5",28
"IA_3","CP_3","3","4",4
"IA_3","CP_3","5","4",21
"IA_3","CP_3","6","2",5
"IA_3","CP_3","7","2",1
"IA_3","CP_3","1","7",2
"IA_3","CP_3","7","4",3
"IA_3","CP_3","5","7",6
"IA_3","CP_3","6","3",2
"IA_3","CP_3","4","1",1
"IA_3","CP_3","2","1",4
"IA_3","CP_3","4","4",11
"IA_3","CP_3","2","5",1
"IA_3","CP_3","1","2",1
"IA_3","CP_3","4","2",4
"IA_3","CP_3","5","1",4
"IA_3","CP_3","2","4",1
"IA_3","CP_3","1","1",1
"IA_3","CP_3","4","6",4
"IA_3","CP_3","4","7",1
"IA_3","CP_3","3","3",7
"IA_3","CP_3","7","3",1
"IA_3","CP_3","3","2",1
"IA_3","CP_3","3","5",1
"IA_3","CP_3","5","2",4
"IA_3","CP_3","2","3",2
"IA_3","CP_3","7","1",1
"IA_3","CP_3","3","6",2
"IA_3","CP_3","2","6",1
"IA_4","CP_3","7","7",29
"IA_4","CP_3","3","5",5
"IA_4","CP_3","7","6",18
"IA_4","CP_3","6","6",47
"IA_4","CP_3","6","4",15
"IA_4","CP_3","5","3",7
"IA_4","CP_3","6","7",23
"IA_4","CP_3","5","6",12
"IA_4","CP_3","5","5",37
"IA_4","CP_3","4","3",9
"IA_4","CP_3","6","5",34
"IA_4","CP_3","7","5",18
"IA_4","CP_3","3","1",3
"IA_4","CP_3","6","3",3
"IA_4","CP_3","2","4",1
"IA_4","CP_3","5","4",18
"IA_4","CP_3","6","2",7
"IA_4","CP_3","1","7",2
"IA_4","CP_3","7","4",6
"IA_4","CP_3","5","7",6
"IA_4","CP_3","5","1",3
"IA_4","CP_3","4","4",13
"IA_4","CP_3","2","5",1
"IA_4","CP_3","1","2",1
"IA_4","CP_3","2","2",2
"IA_4","CP_3","4","7",4
"IA_4","CP_3","1","1",2
"IA_4","CP_3","3","3",6
"IA_4","CP_3","2","3",3
"IA_4","CP_3","7","3",1
"IA_4","CP_3","4","5",2
"IA_4","CP_3","4","6",4
"IA_4","CP_3","2","1",4
"IA_4","CP_3","4","2",3
"IA_4","CP_3","5","2",3
"IA_4","CP_3","7","1",1
"IA_4","CP_3","3","4",3
"IA_4","CP_3","3","6",2
"IA_4","CP_3","4","1",1
"IA_4","CP_3","2","6",1
"IA_1","CP_4","6","6",52
"IA_1","CP_4","4","4",8
"IA_1","CP_4","7","7",43
"IA_1","CP_4","6","4",10
"IA_1","CP_4","5","5",41
"IA_1","CP_4","6","7",29
"IA_1","CP_4","5","6",16
"IA_1","CP_4","4","6",4
"IA_1","CP_4","4","3",9
"IA_1","CP_4","6","5",32
"IA_1","CP_4","7","6",30
"IA_1","CP_4","3","1",1
"IA_1","CP_4","5","4",16
"IA_1","CP_4","1","4",1
"IA_1","CP_4","4","5",11
"IA_1","CP_4","7","5",10
"IA_1","CP_4","1","7",1
"IA_1","CP_4","5","7",5
"IA_1","CP_4","1","6",1
"IA_1","CP_4","5","2",6
"IA_1","CP_4","3","5",2
"IA_1","CP_4","2","5",2
"IA_1","CP_4","1","2",2
"IA_1","CP_4","2","2",3
"IA_1","CP_4","7","3",2
"IA_1","CP_4","5","3",4
"IA_1","CP_4","3","3",2
"IA_1","CP_4","6","3",2
"IA_1","CP_4","3","4",4
"IA_1","CP_4","3","2",2
"IA_1","CP_4","2","3",2
"IA_1","CP_4","4","2",2
"IA_1","CP_4","2","1",2
"IA_1","CP_4","4","7",1
"IA_1","CP_4","7","4",1
"IA_1","CP_4","3","6",1
"IA_2","CP_4","7","6",24
"IA_2","CP_4","2","4",3
"IA_2","CP_4","6","7",29
"IA_2","CP_4","5","5",41
"IA_2","CP_4","7","7",44
"IA_2","CP_4","6","6",57
"IA_2","CP_4","5","4",16
"IA_2","CP_4","4","3",9
"IA_2","CP_4","6","5",32
"IA_2","CP_4","3","1",1
"IA_2","CP_4","4","4",7
"IA_2","CP_4","2","5",3
"IA_2","CP_4","6","4",6
"IA_2","CP_4","5","6",15
"IA_2","CP_4","1","7",1
"IA_2","CP_4","4","5",11
"IA_2","CP_4","7","4",2
"IA_2","CP_4","3","4",6
"IA_2","CP_4","4","7",2
"IA_2","CP_4","1","6",1
"IA_2","CP_4","2","2",5
"IA_2","CP_4","3","6",2
"IA_2","CP_4","2","3",4
"IA_2","CP_4","5","7",3
"IA_2","CP_4","1","2",3
"IA_2","CP_4","7","5",8
"IA_2","CP_4","4","6",5
"IA_2","CP_4","3","3",5
"IA_2","CP_4","6","3",2
"IA_2","CP_4","5","2",2
"IA_2","CP_4","4","2",3
"IA_2","CP_4","2","1",2
"IA_2","CP_4","3","5",3
"IA_2","CP_4","5","3",1
"IA_2","CP_4","3","2",2
"IA_3","CP_4","7","6",27
"IA_3","CP_4","4","4",8
"IA_3","CP_4","7","7",38
"IA_3","CP_4","6","4",8
"IA_3","CP_4","5","5",41
"IA_3","CP_4","6","7",36
"IA_3","CP_4","5","6",14
"IA_3","CP_4","5","4",19
"IA_3","CP_4","6","6",56
"IA_3","CP_4","5","3",6
"IA_3","CP_4","6","5",25
"IA_3","CP_4","3","1",1
"IA_3","CP_4","3","5",3
"IA_3","CP_4","7","5",14
"IA_3","CP_4","1","7",1
"IA_3","CP_4","4","5",13
"IA_3","CP_4","5","7",3
"IA_3","CP_4","1","6",1
"IA_3","CP_4","2","2",2
"IA_3","CP_4","2","5",2
"IA_3","CP_4","1","2",2
"IA_3","CP_4","4","6",5
"IA_3","CP_4","4","2",4
"IA_3","CP_4","2","3",3
"IA_3","CP_4","3","3",5
"IA_3","CP_4","6","3",2
"IA_3","CP_4","3","4",5
"IA_3","CP_4","7","2",2
"IA_3","CP_4","3","2",3
"IA_3","CP_4","4","3",5
"IA_3","CP_4","2","1",2
"IA_3","CP_4","5","2",2
"IA_3","CP_4","4","7",1
"IA_3","CP_4","3","6",1
"IA_4","CP_4","7","6",26
"IA_4","CP_4","3","4",7
"IA_4","CP_4","7","7",39
"IA_4","CP_4","6","6",57
"IA_4","CP_4","6","4",8
"IA_4","CP_4","5","5",43
"IA_4","CP_4","6","7",30
"IA_4","CP_4","5","4",15
"IA_4","CP_4","5","6",13
"IA_4","CP_4","4","3",4
"IA_4","CP_4","6","5",29
"IA_4","CP_4","3","1",1
"IA_4","CP_4","4","4",10
"IA_4","CP_4","2","5",4
"IA_4","CP_4","1","7",1
"IA_4","CP_4","5","7",8
"IA_4","CP_4","7","5",6
"IA_4","CP_4","1","6",1
"IA_4","CP_4","5","2",2
"IA_4","CP_4","4","5",15
"IA_4","CP_4","1","2",3
"IA_4","CP_4","3","6",3
"IA_4","CP_4","2","2",3
"IA_4","CP_4","7","3",1
"IA_4","CP_4","4","7",1
"IA_4","CP_4","5","3",5
"IA_4","CP_4","4","6",4
"IA_4","CP_4","3","3",4
"IA_4","CP_4","6","3",4
"IA_4","CP_4","2","3",3
"IA_4","CP_4","6","2",1
"IA_4","CP_4","3","2",3
"IA_4","CP_4","4","2",2
"IA_4","CP_4","2","1",2
"IA_4","CP_4","3","5",1
"IA_4","CP_4","7","2",1
"IA_1","II_1","6","6",49
"IA_1","II_1","4","6",6
"IA_1","II_1","7","7",35
"IA_1","II_1","6","7",20
"IA_1","II_1","5","5",39
"IA_1","II_1","6","4",10
"IA_1","II_1","5","6",20
"IA_1","II_1","6","2",4
"IA_1","II_1","7","5",17
"IA_1","II_1","4","4",5
"IA_1","II_1","6","5",35
"IA_1","II_1","3","3",2
"IA_1","II_1","4","7",3
"IA_1","II_1","1","4",1
"IA_1","II_1","4","2",3
"IA_1","II_1","5","4",10
"IA_1","II_1","4","5",13
"IA_1","II_1","7","6",19
"IA_1","II_1","1","3",1
"IA_1","II_1","7","3",4
"IA_1","II_1","5","3",7
"IA_1","II_1","4","3",5
"IA_1","II_1","5","7",9
"IA_1","II_1","1","2",1
"IA_1","II_1","7","4",6
"IA_1","II_1","3","6",4
"IA_1","II_1","2","5",1
"IA_1","II_1","1","6",2
"IA_1","II_1","2","2",2
"IA_1","II_1","3","5",2
"IA_1","II_1","5","2",2
"IA_1","II_1","6","3",6
"IA_1","II_1","3","4",1
"IA_1","II_1","2","7",2
"IA_1","II_1","7","1",2
"IA_1","II_1","2","6",2
"IA_1","II_1","2","3",2
"IA_1","II_1","3","2",3
"IA_1","II_1","5","1",1
"IA_1","II_1","7","2",3
"IA_1","II_1","6","1",1
"IA_2","II_1","7","6",23
"IA_2","II_1","2","6",5
"IA_2","II_1","6","7",25
"IA_2","II_1","2","7",4
"IA_2","II_1","5","5",40
"IA_2","II_1","7","4",7
"IA_2","II_1","6","6",46
"IA_2","II_1","6","2",5
"IA_2","II_1","5","7",9
"IA_2","II_1","7","7",26
"IA_2","II_1","7","5",16
"IA_2","II_1","4","4",7
"IA_2","II_1","5","6",15
"IA_2","II_1","6","5",34
"IA_2","II_1","3","3",3
"IA_2","II_1","4","7",5
"IA_2","II_1","2","2",3
"IA_2","II_1","6","4",11
"IA_2","II_1","5","4",8
"IA_2","II_1","1","3",1
"IA_2","II_1","4","6",8
"IA_2","II_1","6","3",5
"IA_2","II_1","5","3",6
"IA_2","II_1","1","2",1
"IA_2","II_1","7","3",2
"IA_2","II_1","2","5",3
"IA_2","II_1","4","5",7
"IA_2","II_1","3","5",7
"IA_2","II_1","4","3",8
"IA_2","II_1","1","6",2
"IA_2","II_1","3","2",5
"IA_2","II_1","3","6",3
"IA_2","II_1","7","1",2
"IA_2","II_1","4","2",2
"IA_2","II_1","2","3",2
"IA_2","II_1","1","1",1
"IA_2","II_1","7","2",2
"IA_2","II_1","3","1",1
"IA_3","II_1","7","6",26
"IA_3","II_1","4","6",5
"IA_3","II_1","7","7",24
"IA_3","II_1","6","7",28
"IA_3","II_1","5","5",44
"IA_3","II_1","6","4",13
"IA_3","II_1","5","6",16
"IA_3","II_1","6","2",4
"IA_3","II_1","5","7",8
"IA_3","II_1","7","5",17
"IA_3","II_1","5","4",8
"IA_3","II_1","6","6",46
"IA_3","II_1","6","5",31
"IA_3","II_1","3","3",2
"IA_3","II_1","4","7",6
"IA_3","II_1","4","4",5
"IA_3","II_1","3","2",5
"IA_3","II_1","1","3",1
"IA_3","II_1","4","3",8
"IA_3","II_1","5","3",6
"IA_3","II_1","1","2",1
"IA_3","II_1","7","3",3
"IA_3","II_1","2","5",2
"IA_3","II_1","1","6",2
"IA_3","II_1","4","5",9
"IA_3","II_1","7","4",6
"IA_3","II_1","4","2",3
"IA_3","II_1","6","3",5
"IA_3","II_1","2","7",3
"IA_3","II_1","3","6",5
"IA_3","II_1","3","5",4
"IA_3","II_1","3","4",1
"IA_3","II_1","7","1",2
"IA_3","II_1","2","6",2
"IA_3","II_1","5","2",2
"IA_3","II_1","2","3",2
"IA_3","II_1","5","1",1
"IA_3","II_1","7","2",3
"IA_3","II_1","3","1",1
"IA_4","II_1","7","6",18
"IA_4","II_1","3","6",6
"IA_4","II_1","7","7",28
"IA_4","II_1","6","6",51
"IA_4","II_1","6","7",20
"IA_4","II_1","5","5",39
"IA_4","II_1","6","4",13
"IA_4","II_1","6","2",5
"IA_4","II_1","5","7",12
"IA_4","II_1","7","5",13
"IA_4","II_1","5","4",8
"IA_4","II_1","4","4",7
"IA_4","II_1","6","5",36
"IA_4","II_1","3","3",2
"IA_4","II_1","4","7",7
"IA_4","II_1","5","6",19
"IA_4","II_1","2","2",2
"IA_4","II_1","1","3",1
"IA_4","II_1","7","3",4
"IA_4","II_1","5","3",7
"IA_4","II_1","1","2",1
"IA_4","II_1","4","5",10
"IA_4","II_1","2","5",3
"IA_4","II_1","4","3",8
"IA_4","II_1","1","6",2
"IA_4","II_1","3","5",6
"IA_4","II_1","7","4",4
"IA_4","II_1","3","4",1
"IA_4","II_1","2","7",2
"IA_4","II_1","7","1",2
"IA_4","II_1","4","6",3
"IA_4","II_1","2","6",3
"IA_4","II_1","4","2",1
"IA_4","II_1","2","3",2
"IA_4","II_1","3","2",4
"IA_4","II_1","1","1",1
"IA_4","II_1","7","2",4
"IA_4","II_1","6","3",3
"IA_4","II_1","5","2",1
"IA_4","II_1","6","1",1
"IA_1","II_4","6","5",32
"IA_1","II_4","4","4",6
"IA_1","II_4","7","6",25
"IA_1","II_4","6","6",46
"IA_1","II_4","5","5",38
"IA_1","II_4","6","3",5
"IA_1","II_4","5","6",20
"IA_1","II_4","6","2",8
"IA_1","II_4","6","7",23
"IA_1","II_4","7","7",30
"IA_1","II_4","7","3",6
"IA_1","II_4","4","6",5
"IA_1","II_4","4","5",13
"IA_1","II_4","3","1",1
"IA_1","II_4","4","7",4
"IA_1","II_4","1","5",2
"IA_1","II_4","6","4",10
"IA_1","II_4","5","4",11
"IA_1","II_4","7","5",14
"IA_1","II_4","1","3",1
"IA_1","II_4","5","7",12
"IA_1","II_4","4","3",5
"IA_1","II_4","1","2",1
"IA_1","II_4","7","4",8
"IA_1","II_4","3","7",1
"IA_1","II_4","2","3",2
"IA_1","II_4","1","7",1
"IA_1","II_4","2","2",1
"IA_1","II_4","5","2",3
"IA_1","II_4","3","5",3
"IA_1","II_4","3","6",3
"IA_1","II_4","6","1",1
"IA_1","II_4","5","1",3
"IA_1","II_4","2","7",2
"IA_1","II_4","7","1",2
"IA_1","II_4","2","6",2
"IA_1","II_4","4","2",2
"IA_1","II_4","3","2",2
"IA_1","II_4","3","3",2
"IA_1","II_4","5","3",1
"IA_1","II_4","2","5",1
"IA_1","II_4","7","2",1
"IA_1","II_4","2","1",1
"IA_2","II_4","7","5",9
"IA_2","II_4","2","4",1
"IA_2","II_4","6","6",49
"IA_2","II_4","7","6",25
"IA_2","II_4","2","5",6
"IA_2","II_4","5","5",32
"IA_2","II_4","7","3",7
"IA_2","II_4","6","2",8
"IA_2","II_4","5","7",14
"IA_2","II_4","7","7",28
"IA_2","II_4","4","5",13
"IA_2","II_4","6","5",36
"IA_2","II_4","3","1",1
"IA_2","II_4","4","7",7
"IA_2","II_4","5","6",17
"IA_2","II_4","6","4",9
"IA_2","II_4","5","4",9
"IA_2","II_4","1","3",1
"IA_2","II_4","4","6",4
"IA_2","II_4","6","7",20
"IA_2","II_4","3","3",4
"IA_2","II_4","1","2",1
"IA_2","II_4","2","3",2
"IA_2","II_4","2","7",4
"IA_2","II_4","3","5",6
"IA_2","II_4","7","4",7
"IA_2","II_4","6","3",4
"IA_2","II_4","2","2",1
"IA_2","II_4","4","2",2
"IA_2","II_4","1","5",1
"IA_2","II_4","4","4",8
"IA_2","II_4","3","2",4
"IA_2","II_4","3","6",3
"IA_2","II_4","5","1",3
"IA_2","II_4","7","1",2
"IA_2","II_4","2","6",2
"IA_2","II_4","4","3",3
"IA_2","II_4","5","2",2
"IA_2","II_4","1","6",1
"IA_2","II_4","5","3",1
"IA_2","II_4","1","1",1
"IA_2","II_4","3","4",1
"IA_2","II_4","2","1",1
"IA_3","II_4","7","5",17
"IA_3","II_4","4","4",10
"IA_3","II_4","7","6",22
"IA_3","II_4","6","5",28
"IA_3","II_4","5","5",38
"IA_3","II_4","6","3",4
"IA_3","II_4","5","6",16
"IA_3","II_4","6","2",9
"IA_3","II_4","5","7",14
"IA_3","II_4","7","7",27
"IA_3","II_4","7","3",6
"IA_3","II_4","6","6",52
"IA_3","II_4","3","1",2
"IA_3","II_4","4","7",4
"IA_3","II_4","4","5",11
"IA_3","II_4","3","5",6
"IA_3","II_4","6","4",11
"IA_3","II_4","6","7",23
"IA_3","II_4","5","4",9
"IA_3","II_4","1","3",1
"IA_3","II_4","4","3",4
"IA_3","II_4","1","2",1
"IA_3","II_4","2","5",2
"IA_3","II_4","2","3",2
"IA_3","II_4","1","7",1
"IA_3","II_4","7","4",5
"IA_3","II_4","4","2",2
"IA_3","II_4","2","7",3
"IA_3","II_4","1","5",1
"IA_3","II_4","4","6",5
"IA_3","II_4","3","7",1
"IA_3","II_4","3","2",2
"IA_3","II_4","3","6",4
"IA_3","II_4","5","1",3
"IA_3","II_4","7","1",3
"IA_3","II_4","5","3",2
"IA_3","II_4","2","6",2
"IA_3","II_4","5","2",3
"IA_3","II_4","3","3",3
"IA_3","II_4","7","2",1
"IA_4","II_4","7","5",11
"IA_4","II_4","3","4",1
"IA_4","II_4","7","6",22
"IA_4","II_4","6","6",48
"IA_4","II_4","6","5",36
"IA_4","II_4","5","5",35
"IA_4","II_4","6","3",5
"IA_4","II_4","6","2",8
"IA_4","II_4","5","7",12
"IA_4","II_4","7","7",28
"IA_4","II_4","7","3",5
"IA_4","II_4","5","6",19
"IA_4","II_4","4","5",10
"IA_4","II_4","3","1",2
"IA_4","II_4","4","7",8
"IA_4","II_4","2","5",3
"IA_4","II_4","6","4",10
"IA_4","II_4","5","4",13
"IA_4","II_4","1","3",1
"IA_4","II_4","6","7",21
"IA_4","II_4","3","3",2
"IA_4","II_4","1","2",1
"IA_4","II_4","4","4",8
"IA_4","II_4","2","3",2
"IA_4","II_4","1","7",1
"IA_4","II_4","3","5",7
"IA_4","II_4","7","4",3
"IA_4","II_4","2","2",1
"IA_4","II_4","5","2",2
"IA_4","II_4","1","5",1
"IA_4","II_4","4","6",4
"IA_4","II_4","3","7",1
"IA_4","II_4","3","6",4
"IA_4","II_4","5","1",2
"IA_4","II_4","6","1",1
"IA_4","II_4","2","7",2
"IA_4","II_4","7","1",2
"IA_4","II_4","2","6",4
"IA_4","II_4","4","2",2
"IA_4","II_4","5","3",3
"IA_4","II_4","3","2",2
"IA_4","II_4","4","3",4
"IA_4","II_4","1","1",1
"IA_4","II_4","7","2",2
