"RESPONSE","PREDICTOR","RESPONSEVAL","PREDICTORVAL","N"
"PU_4","PEU_2R","4","1",2
"PU_4","PEU_2R","2","7",1
"PU_4","PEU_2R","3","6",1
"PU_4","PEU_2R","3","2",1
"PU_4","PEU_2R","3","3",1
"PU_4","PEU_2R","4","6",1
"PU_4","PEU_2R","2","6",1
"PU_1","PEU_3R","6","2",11
"PU_1","PEU_3R","5","4",11
"PU_1","PEU_3R","7","7",20
"PU_1","PEU_3R","7","2",16
"PU_1","PEU_3R","7","6",23
"PU_1","PEU_3R","5","6",19
"PU_1","PEU_3R","5","5",21
"PU_1","PEU_3R","5","1",2
"PU_1","PEU_3R","7","1",19
"PU_1","PEU_3R","5","3",16
"PU_1","PEU_3R","6","7",16
"PU_1","PEU_3R","6","3",10
"PU_1","PEU_3R","5","7",9
"PU_1","PEU_3R","4","5",8
"PU_1","PEU_3R","6","4",19
"PU_1","PEU_3R","4","7",4
"PU_1","PEU_3R","6","5",21
"PU_1","PEU_3R","6","6",40
"PU_1","PEU_3R","5","2",7
"PU_1","PEU_3R","4","4",8
"PU_1","PEU_3R","4","3",5
"PU_1","PEU_3R","7","4",7
"PU_1","PEU_3R","4","6",4
"PU_1","PEU_3R","6","1",12
"PU_1","PEU_3R","7","3",8
"PU_1","PEU_3R","2","1",1
"PU_1","PEU_3R","3","6",2
"PU_1","PEU_3R","7","5",8
"PU_1","PEU_3R","2","5",1
"PU_1","PEU_3R","4","2",3
"PU_1","PEU_3R","3","1",1
"PU_1","PEU_3R","2","6",2
"PU_1","PEU_3R","2","3",1
"PU_1","PEU_3R","3","4",2
"PU_1","PEU_3R","3","3",1
"PU_1","PEU_3R","2","2",1
"PU_1","PEU_3R","3","7",1
"PU_2","PEU_3R","6","2",17
"PU_2","PEU_3R","4","4",12
"PU_2","PEU_3R","7","7",20
"PU_2","PEU_3R","5","2",7
"PU_2","PEU_3R","6","6",41
"PU_2","PEU_3R","4","6",5
"PU_2","PEU_3R","5","5",21
"PU_2","PEU_3R","6","1",17
"PU_2","PEU_3R","7","1",16
"PU_2","PEU_3R","7","6",26
"PU_2","PEU_3R","6","3",17
"PU_2","PEU_3R","4","3",7
"PU_2","PEU_3R","5","3",10
"PU_2","PEU_3R","5","7",9
"PU_2","PEU_3R","5","4",14
"PU_2","PEU_3R","3","3",3
"PU_2","PEU_3R","5","6",15
"PU_2","PEU_3R","6","5",23
"PU_2","PEU_3R","4","2",2
"PU_2","PEU_3R","7","3",3
"PU_2","PEU_3R","7","2",10
"PU_2","PEU_3R","6","4",13
"PU_2","PEU_3R","7","4",6
"PU_2","PEU_3R","4","5",7
"PU_2","PEU_3R","6","7",15
"PU_2","PEU_3R","4","7",5
"PU_2","PEU_3R","2","1",2
"PU_2","PEU_3R","7","5",6
"PU_2","PEU_3R","1","5",1
"PU_2","PEU_3R","3","4",2
"PU_2","PEU_3R","2","6",2
"PU_2","PEU_3R","2","3",1
"PU_2","PEU_3R","3","2",2
"PU_2","PEU_3R","3","6",1
"PU_2","PEU_3R","3","7",1
"PU_2","PEU_3R","3","5",1
"PU_3","PEU_3R","6","2",18
"PU_3","PEU_3R","5","4",18
"PU_3","PEU_3R","7","7",24
"PU_3","PEU_3R","7","2",11
"PU_3","PEU_3R","6","6",39
"PU_3","PEU_3R","5","6",16
"PU_3","PEU_3R","5","5",19
"PU_3","PEU_3R","6","1",16
"PU_3","PEU_3R","4","5",7
"PU_3","PEU_3R","7","1",15
"PU_3","PEU_3R","7","6",28
"PU_3","PEU_3R","6","3",15
"PU_3","PEU_3R","4","3",5
"PU_3","PEU_3R","5","7",10
"PU_3","PEU_3R","6","4",15
"PU_3","PEU_3R","6","7",14
"PU_3","PEU_3R","7","3",6
"PU_3","PEU_3R","5","2",9
"PU_3","PEU_3R","7","4",7
"PU_3","PEU_3R","3","3",2
"PU_3","PEU_3R","5","1",2
"PU_3","PEU_3R","5","3",12
"PU_3","PEU_3R","6","5",27
"PU_3","PEU_3R","2","1",1
"PU_3","PEU_3R","7","5",5
"PU_3","PEU_3R","2","5",1
"PU_3","PEU_3R","3","1",1
"PU_3","PEU_3R","4","6",5
"PU_3","PEU_3R","4","4",5
"PU_3","PEU_3R","3","6",1
"PU_3","PEU_3R","2","3",1
"PU_3","PEU_3R","4","7",2
"PU_3","PEU_3R","2","4",1
"PU_3","PEU_3R","3","4",1
"PU_3","PEU_3R","2","6",1
"PU_4","PEU_3R","5","2",8
"PU_4","PEU_3R","6","4",15
"PU_4","PEU_3R","7","7",26
"PU_4","PEU_3R","6","2",16
"PU_4","PEU_3R","6","6",40
"PU_4","PEU_3R","5","5",14
"PU_4","PEU_3R","6","1",16
"PU_4","PEU_3R","7","1",15
"PU_4","PEU_3R","7","6",34
"PU_4","PEU_3R","5","3",15
"PU_4","PEU_3R","4","3",6
"PU_4","PEU_3R","6","3",15
"PU_4","PEU_3R","6","7",13
"PU_4","PEU_3R","6","5",30
"PU_4","PEU_3R","5","4",14
"PU_4","PEU_3R","5","7",10
"PU_4","PEU_3R","7","3",4
"PU_4","PEU_3R","5","6",13
"PU_4","PEU_3R","4","5",3
"PU_4","PEU_3R","7","2",13
"PU_4","PEU_3R","4","4",4
"PU_4","PEU_3R","7","4",13
"PU_4","PEU_3R","2","1",1
"PU_4","PEU_3R","7","5",11
"PU_4","PEU_3R","2","5",1
"PU_4","PEU_3R","5","1",1
"PU_4","PEU_3R","4","1",2
"PU_4","PEU_3R","2","6",2
"PU_4","PEU_3R","3","6",1
"PU_4","PEU_3R","3","3",1
"PU_4","PEU_3R","3","4",1
"PU_4","PEU_3R","4","2",1
"PU_4","PEU_3R","4","7",1
"PU_1","RA_1","6","6",42
"PU_1","RA_1","5","5",33
"PU_1","RA_1","7","7",44
"PU_1","RA_1","7","6",39
"PU_1","RA_1","7","4",4
"PU_1","RA_1","5","6",25
"PU_1","RA_1","7","5",11
"PU_1","RA_1","5","4",15
"PU_1","RA_1","6","4",17
"PU_1","RA_1","6","5",42
"PU_1","RA_1","5","2",3
"PU_1","RA_1","4","4",11
"PU_1","RA_1","4","2",1
"PU_1","RA_1","4","5",11
"PU_1","RA_1","5","7",5
"PU_1","RA_1","4","3",4
"PU_1","RA_1","7","3",3
"PU_1","RA_1","4","6",3
"PU_1","RA_1","5","3",3
"PU_1","RA_1","6","7",27
"PU_1","RA_1","2","2",4
"PU_1","RA_1","3","2",1
"PU_1","RA_1","4","7",2
"PU_1","RA_1","3","3",2
"PU_1","RA_1","3","4",2
"PU_1","RA_1","2","4",1
"PU_1","RA_1","3","1",1
"PU_1","RA_1","6","3",1
"PU_1","RA_1","5","1",1
"PU_1","RA_1","3","6",1
"PU_1","RA_1","2","5",1
"PU_2","RA_1","6","6",59
"PU_2","RA_1","4","5",12
"PU_2","RA_1","7","7",42
"PU_2","RA_1","5","6",17
"PU_2","RA_1","6","4",13
"PU_2","RA_1","4","6",10
"PU_2","RA_1","6","5",40
"PU_2","RA_1","7","6",24
"PU_2","RA_1","5","5",30
"PU_2","RA_1","7","5",11
"PU_2","RA_1","4","4",13
"PU_2","RA_1","7","4",6
"PU_2","RA_1","5","2",3
"PU_2","RA_1","5","4",15
"PU_2","RA_1","3","5",5
"PU_2","RA_1","6","7",29
"PU_2","RA_1","4","3",1
"PU_2","RA_1","7","3",3
"PU_2","RA_1","5","7",5
"PU_2","RA_1","7","2",1
"PU_2","RA_1","6","3",2
"PU_2","RA_1","2","2",3
"PU_2","RA_1","1","2",1
"PU_2","RA_1","5","3",5
"PU_2","RA_1","3","4",2
"PU_2","RA_1","4","7",1
"PU_2","RA_1","2","3",1
"PU_2","RA_1","2","4",1
"PU_2","RA_1","3","1",1
"PU_2","RA_1","4","2",1
"PU_2","RA_1","5","1",1
"PU_2","RA_1","3","3",1
"PU_2","RA_1","3","7",1
"PU_3","RA_1","6","6",55
"PU_3","RA_1","5","5",34
"PU_3","RA_1","7","7",38
"PU_3","RA_1","7","6",34
"PU_3","RA_1","6","4",12
"PU_3","RA_1","5","6",15
"PU_3","RA_1","6","5",41
"PU_3","RA_1","4","5",9
"PU_3","RA_1","7","5",14
"PU_3","RA_1","4","4",9
"PU_3","RA_1","7","4",8
"PU_3","RA_1","5","2",3
"PU_3","RA_1","5","4",19
"PU_3","RA_1","6","2",1
"PU_3","RA_1","4","6",4
"PU_3","RA_1","6","7",31
"PU_3","RA_1","3","3",2
"PU_3","RA_1","7","3",2
"PU_3","RA_1","5","7",9
"PU_3","RA_1","5","3",5
"PU_3","RA_1","6","3",4
"PU_3","RA_1","2","2",3
"PU_3","RA_1","4","2",2
"PU_3","RA_1","3","4",1
"PU_3","RA_1","2","4",1
"PU_3","RA_1","3","1",1
"PU_3","RA_1","5","1",1
"PU_3","RA_1","2","6",1
"PU_3","RA_1","3","6",1
"PU_4","RA_1","5","6",14
"PU_4","RA_1","6","5",42
"PU_4","RA_1","7","7",42
"PU_4","RA_1","6","6",55
"PU_4","RA_1","6","4",16
"PU_4","RA_1","7","6",37
"PU_4","RA_1","5","5",30
"PU_4","RA_1","7","5",23
"PU_4","RA_1","5","4",18
"PU_4","RA_1","4","4",4
"PU_4","RA_1","7","4",11
"PU_4","RA_1","6","2",2
"PU_4","RA_1","5","2",2
"PU_4","RA_1","4","6",3
"PU_4","RA_1","4","5",3
"PU_4","RA_1","5","7",6
"PU_4","RA_1","4","3",4
"PU_4","RA_1","6","7",27
"PU_4","RA_1","7","3",2
"PU_4","RA_1","6","3",3
"PU_4","RA_1","2","2",4
"PU_4","RA_1","5","3",4
"PU_4","RA_1","4","7",3
"PU_4","RA_1","3","4",1
"PU_4","RA_1","3","1",1
"PU_4","RA_1","7","2",1
"PU_4","RA_1","5","1",1
"PU_4","RA_1","3","6",1
"PU_1","RA_2","6","6",57
"PU_1","RA_2","5","6",21
"PU_1","RA_2","7","7",52
"PU_1","RA_2","7","6",35
"PU_1","RA_2","5","5",32
"PU_1","RA_2","5","7",8
"PU_1","RA_2","6","2",2
"PU_1","RA_2","6","5",31
"PU_1","RA_2","5","2",4
"PU_1","RA_2","4","4",12
"PU_1","RA_2","4","7",4
"PU_1","RA_2","5","4",15
"PU_1","RA_2","6","7",27
"PU_1","RA_2","7","5",14
"PU_1","RA_2","5","3",4
"PU_1","RA_2","4","5",9
"PU_1","RA_2","6","4",10
"PU_1","RA_2","2","2",2
"PU_1","RA_2","3","5",2
"PU_1","RA_2","2","3",1
"PU_1","RA_2","4","6",2
"PU_1","RA_2","4","3",5
"PU_1","RA_2","6","3",2
"PU_1","RA_2","2","1",1
"PU_1","RA_2","3","3",2
"PU_1","RA_2","2","4",2
"PU_1","RA_2","3","2",1
"PU_1","RA_2","5","1",1
"PU_1","RA_2","3","7",1
"PU_1","RA_2","3","4",1
"PU_2","RA_2","6","6",57
"PU_2","RA_2","4","6",8
"PU_2","RA_2","7","7",40
"PU_2","RA_2","5","6",17
"PU_2","RA_2","6","7",39
"PU_2","RA_2","4","5",12
"PU_2","RA_2","5","7",10
"PU_2","RA_2","7","2",2
"PU_2","RA_2","5","5",31
"PU_2","RA_2","7","6",33
"PU_2","RA_2","5","2",2
"PU_2","RA_2","5","4",11
"PU_2","RA_2","3","4",4
"PU_2","RA_2","6","4",11
"PU_2","RA_2","4","4",11
"PU_2","RA_2","7","5",10
"PU_2","RA_2","6","5",32
"PU_2","RA_2","7","4",2
"PU_2","RA_2","6","3",4
"PU_2","RA_2","3","5",2
"PU_2","RA_2","2","2",2
"PU_2","RA_2","1","3",1
"PU_2","RA_2","5","3",4
"PU_2","RA_2","2","5",1
"PU_2","RA_2","4","3",3
"PU_2","RA_2","2","1",1
"PU_2","RA_2","2","4",1
"PU_2","RA_2","3","2",2
"PU_2","RA_2","4","7",3
"PU_2","RA_2","3","3",2
"PU_2","RA_2","4","2",1
"PU_2","RA_2","5","1",1
"PU_3","RA_2","6","6",57
"PU_3","RA_2","5","6",20
"PU_3","RA_2","7","7",49
"PU_3","RA_2","7","6",34
"PU_3","RA_2","6","7",33
"PU_3","RA_2","5","5",36
"PU_3","RA_2","5","7",8
"PU_3","RA_2","4","7",1
"PU_3","RA_2","4","5",5
"PU_3","RA_2","7","2",1
"PU_3","RA_2","6","5",36
"PU_3","RA_2","5","2",2
"PU_3","RA_2","5","4",14
"PU_3","RA_2","4","4",10
"PU_3","RA_2","4","6",3
"PU_3","RA_2","7","5",10
"PU_3","RA_2","6","3",4
"PU_3","RA_2","3","4",1
"PU_3","RA_2","7","4",2
"PU_3","RA_2","2","2",2
"PU_3","RA_2","2","3",1
"PU_3","RA_2","6","4",12
"PU_3","RA_2","5","3",5
"PU_3","RA_2","3","5",1
"PU_3","RA_2","4","3",2
"PU_3","RA_2","4","1",1
"PU_3","RA_2","3","3",2
"PU_3","RA_2","2","4",1
"PU_3","RA_2","4","2",2
"PU_3","RA_2","6","2",2
"PU_3","RA_2","5","1",1
"PU_3","RA_2","2","6",1
"PU_3","RA_2","3","7",1
"PU_4","RA_2","5","6",18
"PU_4","RA_2","6","6",65
"PU_4","RA_2","7","7",55
"PU_4","RA_2","6","7",27
"PU_4","RA_2","6","5",31
"PU_4","RA_2","5","7",7
"PU_4","RA_2","4","5",5
"PU_4","RA_2","7","2",2
"PU_4","RA_2","7","6",31
"PU_4","RA_2","6","2",3
"PU_4","RA_2","6","4",14
"PU_4","RA_2","5","5",27
"PU_4","RA_2","5","4",16
"PU_4","RA_2","4","4",7
"PU_4","RA_2","7","5",25
"PU_4","RA_2","6","3",5
"PU_4","RA_2","4","6",1
"PU_4","RA_2","2","2",2
"PU_4","RA_2","2","3",1
"PU_4","RA_2","5","3",5
"PU_4","RA_2","4","3",1
"PU_4","RA_2","4","7",2
"PU_4","RA_2","2","1",1
"PU_4","RA_2","3","3",2
"PU_4","RA_2","7","4",3
"PU_4","RA_2","5","2",1
"PU_4","RA_2","5","1",1
"PU_4","RA_2","3","7",1
"PU_4","RA_2","4","2",1
"PU_1","RA_3","6","7",21
"PU_1","RA_3","5","3",17
"PU_1","RA_3","7","6",32
"PU_1","RA_3","7","5",20
"PU_1","RA_3","5","4",19
"PU_1","RA_3","5","6",15
"PU_1","RA_3","7","7",38
"PU_1","RA_3","5","5",28
"PU_1","RA_3","6","4",19
"PU_1","RA_3","6","6",52
"PU_1","RA_3","7","4",10
"PU_1","RA_3","5","2",2
"PU_1","RA_3","4","3",9
"PU_1","RA_3","4","4",12
"PU_1","RA_3","6","5",27
"PU_1","RA_3","4","5",7
"PU_1","RA_3","7","1",1
"PU_1","RA_3","5","7",4
"PU_1","RA_3","6","3",6
"PU_1","RA_3","2","1",3
"PU_1","RA_3","6","1",1
"PU_1","RA_3","3","6",1
"PU_1","RA_3","4","6",3
"PU_1","RA_3","4","7",1
"PU_1","RA_3","6","2",3
"PU_1","RA_3","3","5",2
"PU_1","RA_3","2","2",2
"PU_1","RA_3","3","2",1
"PU_1","RA_3","3","1",1
"PU_1","RA_3","3","7",1
"PU_1","RA_3","2","5",1
"PU_1","RA_3","3","3",1
"PU_2","RA_3","6","7",31
"PU_2","RA_3","4","3",5
"PU_2","RA_3","7","6",30
"PU_2","RA_3","5","6",13
"PU_2","RA_3","6","5",30
"PU_2","RA_3","5","4",19
"PU_2","RA_3","6","6",52
"PU_2","RA_3","5","3",11
"PU_2","RA_3","7","7",32
"PU_2","RA_3","4","5",8
"PU_2","RA_3","7","4",8
"PU_2","RA_3","5","2",2
"PU_2","RA_3","3","3",6
"PU_2","RA_3","5","5",30
"PU_2","RA_3","6","3",9
"PU_2","RA_3","4","6",7
"PU_2","RA_3","7","1",1
"PU_2","RA_3","6","4",18
"PU_2","RA_3","4","4",15
"PU_2","RA_3","7","5",14
"PU_2","RA_3","7","3",2
"PU_2","RA_3","2","1",2
"PU_2","RA_3","6","1",1
"PU_2","RA_3","1","1",1
"PU_2","RA_3","5","7",1
"PU_2","RA_3","2","5",1
"PU_2","RA_3","2","2",2
"PU_2","RA_3","6","2",2
"PU_2","RA_3","4","2",2
"PU_2","RA_3","3","5",2
"PU_2","RA_3","3","1",1
"PU_2","RA_3","4","7",1
"PU_2","RA_3","3","6",1
"PU_3","RA_3","6","7",26
"PU_3","RA_3","5","3",18
"PU_3","RA_3","7","6",34
"PU_3","RA_3","6","5",32
"PU_3","RA_3","5","4",18
"PU_3","RA_3","6","6",51
"PU_3","RA_3","4","3",6
"PU_3","RA_3","7","7",34
"PU_3","RA_3","4","5",6
"PU_3","RA_3","7","4",6
"PU_3","RA_3","6","4",27
"PU_3","RA_3","5","2",4
"PU_3","RA_3","7","5",20
"PU_3","RA_3","5","6",16
"PU_3","RA_3","5","5",25
"PU_3","RA_3","7","1",1
"PU_3","RA_3","4","4",8
"PU_3","RA_3","3","5",2
"PU_3","RA_3","7","3",1
"PU_3","RA_3","2","1",3
"PU_3","RA_3","5","1",1
"PU_3","RA_3","5","7",4
"PU_3","RA_3","4","2",2
"PU_3","RA_3","4","6",2
"PU_3","RA_3","3","2",1
"PU_3","RA_3","3","1",1
"PU_3","RA_3","6","3",8
"PU_3","RA_3","2","4",1
"PU_3","RA_3","3","7",1
"PU_3","RA_3","2","2",1
"PU_4","RA_3","5","7",4
"PU_4","RA_3","6","3",15
"PU_4","RA_3","7","6",39
"PU_4","RA_3","6","6",49
"PU_4","RA_3","6","5",24
"PU_4","RA_3","5","4",15
"PU_4","RA_3","5","3",12
"PU_4","RA_3","7","7",36
"PU_4","RA_3","5","5",28
"PU_4","RA_3","4","5",6
"PU_4","RA_3","7","4",12
"PU_4","RA_3","6","2",3
"PU_4","RA_3","7","5",27
"PU_4","RA_3","4","3",5
"PU_4","RA_3","6","7",23
"PU_4","RA_3","5","6",13
"PU_4","RA_3","7","1",1
"PU_4","RA_3","6","4",31
"PU_4","RA_3","4","4",2
"PU_4","RA_3","2","1",2
"PU_4","RA_3","5","1",1
"PU_4","RA_3","5","2",2
"PU_4","RA_3","4","7",1
"PU_4","RA_3","2","2",2
"PU_4","RA_3","3","2",1
"PU_4","RA_3","4","1",1
"PU_4","RA_3","3","1",1
"PU_4","RA_3","3","7",1
"PU_4","RA_3","7","3",1
"PU_4","RA_3","4","6",2
"PU_1","RA_5","6","7",46
"PU_1","RA_5","5","6",27
"PU_1","RA_5","7","6",35
"PU_1","RA_5","7","7",54
"PU_1","RA_5","5","4",13
"PU_1","RA_5","5","5",30
"PU_1","RA_5","6","6",55
"PU_1","RA_5","5","2",1
"PU_1","RA_5","4","5",11
"PU_1","RA_5","4","6",6
"PU_1","RA_5","4","4",7
"PU_1","RA_5","5","7",9
"PU_1","RA_5","6","5",22
"PU_1","RA_5","4","7",5
"PU_1","RA_5","7","4",2
"PU_1","RA_5","7","5",9
"PU_1","RA_5","2","1",1
"PU_1","RA_5","3","3",2
"PU_1","RA_5","6","4",6
"PU_1","RA_5","2","2",2
"PU_1","RA_5","3","5",1
"PU_1","RA_5","4","3",3
"PU_1","RA_5","2","4",2
"PU_1","RA_5","3","4",1
"PU_1","RA_5","3","2",1
"PU_1","RA_5","5","3",5
"PU_1","RA_5","7","3",1
"PU_1","RA_5","3","7",2
"PU_1","RA_5","2","3",1
"PU_2","RA_5","6","7",45
"PU_2","RA_5","4","6",7
"PU_2","RA_5","7","6",25
"PU_2","RA_5","5","7",13
"PU_2","RA_5","6","6",66
"PU_2","RA_5","4","4",10
"PU_2","RA_5","5","6",24
"PU_2","RA_5","6","5",27
"PU_2","RA_5","5","4",11
"PU_2","RA_5","7","7",50
"PU_2","RA_5","4","5",13
"PU_2","RA_5","5","2",1
"PU_2","RA_5","5","5",23
"PU_2","RA_5","3","5",1
"PU_2","RA_5","4","7",6
"PU_2","RA_5","7","4",2
"PU_2","RA_5","7","5",8
"PU_2","RA_5","3","6",1
"PU_2","RA_5","2","1",1
"PU_2","RA_5","5","3",4
"PU_2","RA_5","1","2",1
"PU_2","RA_5","3","4",2
"PU_2","RA_5","2","5",1
"PU_2","RA_5","4","3",2
"PU_2","RA_5","2","4",2
"PU_2","RA_5","3","2",1
"PU_2","RA_5","3","3",3
"PU_2","RA_5","6","3",1
"PU_2","RA_5","6","4",4
"PU_2","RA_5","7","3",2
"PU_2","RA_5","3","7",2
"PU_2","RA_5","2","2",1
"PU_3","RA_5","6","7",48
"PU_3","RA_5","5","6",28
"PU_3","RA_5","7","6",29
"PU_3","RA_5","7","7",56
"PU_3","RA_5","6","6",60
"PU_3","RA_5","5","4",14
"PU_3","RA_5","6","5",25
"PU_3","RA_5","4","4",7
"PU_3","RA_5","4","5",9
"PU_3","RA_5","5","2",1
"PU_3","RA_5","5","5",29
"PU_3","RA_5","4","6",5
"PU_3","RA_5","3","7",2
"PU_3","RA_5","5","7",10
"PU_3","RA_5","7","4",1
"PU_3","RA_5","6","4",7
"PU_3","RA_5","7","5",9
"PU_3","RA_5","2","1",1
"PU_3","RA_5","5","3",4
"PU_3","RA_5","2","2",2
"PU_3","RA_5","3","5",1
"PU_3","RA_5","4","3",2
"PU_3","RA_5","3","4",1
"PU_3","RA_5","2","4",1
"PU_3","RA_5","4","2",1
"PU_3","RA_5","3","3",1
"PU_3","RA_5","6","3",4
"PU_3","RA_5","2","6",1
"PU_3","RA_5","7","3",1
"PU_4","RA_5","5","7",13
"PU_4","RA_5","6","6",58
"PU_4","RA_5","7","6",38
"PU_4","RA_5","6","7",41
"PU_4","RA_5","6","4",9
"PU_4","RA_5","5","6",24
"PU_4","RA_5","6","5",32
"PU_4","RA_5","5","4",12
"PU_4","RA_5","7","7",57
"PU_4","RA_5","4","5",4
"PU_4","RA_5","6","2",1
"PU_4","RA_5","5","5",21
"PU_4","RA_5","4","4",5
"PU_4","RA_5","4","7",4
"PU_4","RA_5","7","4",3
"PU_4","RA_5","4","6",3
"PU_4","RA_5","2","1",1
"PU_4","RA_5","5","3",4
"PU_4","RA_5","7","5",16
"PU_4","RA_5","2","2",2
"PU_4","RA_5","4","3",1
"PU_4","RA_5","2","4",1
"PU_4","RA_5","3","4",1
"PU_4","RA_5","5","2",1
"PU_4","RA_5","3","3",1
"PU_4","RA_5","6","3",4
"PU_4","RA_5","7","3",2
"PU_4","RA_5","3","7",1
"PU_1","RA_6","6","6",50
"PU_1","RA_6","5","4",14
"PU_1","RA_6","7","6",35
"PU_1","RA_6","7","7",36
"PU_1","RA_6","7","5",23
"PU_1","RA_6","5","5",34
"PU_1","RA_6","5","7",8
"PU_1","RA_6","6","7",20
"PU_1","RA_6","6","5",33
"PU_1","RA_6","5","2",4
"PU_1","RA_6","4","3",10
"PU_1","RA_6","4","7",2
"PU_1","RA_6","5","3",8
"PU_1","RA_6","4","5",7
"PU_1","RA_6","5","6",14
"PU_1","RA_6","7","1",1
"PU_1","RA_6","4","6",3
"PU_1","RA_6","7","3",1
"PU_1","RA_6","7","4",5
"PU_1","RA_6","5","1",3
"PU_1","RA_6","6","4",18
"PU_1","RA_6","6","2",2
"PU_1","RA_6","6","3",6
"PU_1","RA_6","2","2",3
"PU_1","RA_6","3","2",1
"PU_1","RA_6","2","3",1
"PU_1","RA_6","4","4",9
"PU_1","RA_6","3","6",1
"PU_1","RA_6","4","2",1
"PU_1","RA_6","3","3",1
"PU_1","RA_6","2","1",1
"PU_1","RA_6","3","4",2
"PU_1","RA_6","3","1",1
"PU_1","RA_6","3","7",1
"PU_1","RA_6","2","5",1
"PU_2","RA_6","6","6",53
"PU_2","RA_6","4","4",12
"PU_2","RA_6","7","6",30
"PU_2","RA_6","5","7",8
"PU_2","RA_6","6","5",42
"PU_2","RA_6","5","5",26
"PU_2","RA_6","7","7",33
"PU_2","RA_6","7","5",17
"PU_2","RA_6","6","7",24
"PU_2","RA_6","4","5",10
"PU_2","RA_6","5","2",3
"PU_2","RA_6","5","3",11
"PU_2","RA_6","5","6",13
"PU_2","RA_6","3","2",1
"PU_2","RA_6","6","4",15
"PU_2","RA_6","4","6",6
"PU_2","RA_6","7","1",1
"PU_2","RA_6","6","3",5
"PU_2","RA_6","4","3",6
"PU_2","RA_6","7","3",1
"PU_2","RA_6","5","4",14
"PU_2","RA_6","7","4",5
"PU_2","RA_6","6","1",2
"PU_2","RA_6","3","5",3
"PU_2","RA_6","6","2",2
"PU_2","RA_6","2","2",3
"PU_2","RA_6","1","3",1
"PU_2","RA_6","3","3",3
"PU_2","RA_6","2","6",1
"PU_2","RA_6","4","2",2
"PU_2","RA_6","2","1",1
"PU_2","RA_6","3","4",2
"PU_2","RA_6","3","1",1
"PU_2","RA_6","5","1",1
"PU_2","RA_6","4","7",2
"PU_3","RA_6","6","6",53
"PU_3","RA_6","5","4",19
"PU_3","RA_6","7","6",32
"PU_3","RA_6","7","7",37
"PU_3","RA_6","6","5",40
"PU_3","RA_6","5","5",31
"PU_3","RA_6","4","5",7
"PU_3","RA_6","7","5",20
"PU_3","RA_6","6","7",23
"PU_3","RA_6","5","2",3
"PU_3","RA_6","5","3",12
"PU_3","RA_6","4","2",3
"PU_3","RA_6","4","4",8
"PU_3","RA_6","5","6",13
"PU_3","RA_6","7","1",1
"PU_3","RA_6","4","6",3
"PU_3","RA_6","6","3",8
"PU_3","RA_6","3","3",2
"PU_3","RA_6","5","7",6
"PU_3","RA_6","7","3",1
"PU_3","RA_6","5","1",2
"PU_3","RA_6","6","4",16
"PU_3","RA_6","6","2",3
"PU_3","RA_6","2","2",2
"PU_3","RA_6","2","3",1
"PU_3","RA_6","4","3",3
"PU_3","RA_6","3","6",1
"PU_3","RA_6","2","1",1
"PU_3","RA_6","3","1",1
"PU_3","RA_6","7","4",5
"PU_3","RA_6","6","1",1
"PU_3","RA_6","2","6",1
"PU_3","RA_6","3","7",1
"PU_4","RA_6","5","6",15
"PU_4","RA_6","6","4",23
"PU_4","RA_6","7","6",38
"PU_4","RA_6","6","7",19
"PU_4","RA_6","6","5",42
"PU_4","RA_6","5","5",28
"PU_4","RA_6","7","7",41
"PU_4","RA_6","7","5",21
"PU_4","RA_6","5","7",5
"PU_4","RA_6","4","5",7
"PU_4","RA_6","6","2",5
"PU_4","RA_6","6","3",7
"PU_4","RA_6","5","2",2
"PU_4","RA_6","4","4",3
"PU_4","RA_6","6","6",49
"PU_4","RA_6","7","3",6
"PU_4","RA_6","7","1",2
"PU_4","RA_6","4","3",2
"PU_4","RA_6","5","4",14
"PU_4","RA_6","4","1",2
"PU_4","RA_6","2","2",3
"PU_4","RA_6","2","3",1
"PU_4","RA_6","5","3",10
"PU_4","RA_6","4","6",1
"PU_4","RA_6","4","2",1
"PU_4","RA_6","3","3",1
"PU_4","RA_6","7","4",8
"PU_4","RA_6","3","1",1
"PU_4","RA_6","4","7",1
"PU_4","RA_6","5","1",1
"PU_4","RA_6","3","7",1
"PU_1","C_1","6","6",64
"PU_1","C_1","5","4",21
"PU_1","C_1","7","6",34
"PU_1","C_1","5","6",18
"PU_1","C_1","5","5",33
"PU_1","C_1","5","3",2
"PU_1","C_1","7","7",41
"PU_1","C_1","6","7",14
"PU_1","C_1","6","4",16
"PU_1","C_1","7","4",3
"PU_1","C_1","5","2",1
"PU_1","C_1","4","4",11
"PU_1","C_1","4","5",13
"PU_1","C_1","6","5",33
"PU_1","C_1","7","5",20
"PU_1","C_1","4","6",5
"PU_1","C_1","5","7",9
"PU_1","C_1","7","2",1
"PU_1","C_1","6","2",1
"PU_1","C_1","2","1",1
"PU_1","C_1","3","3",1
"PU_1","C_1","2","2",2
"PU_1","C_1","7","3",2
"PU_1","C_1","3","4",3
"PU_1","C_1","4","3",2
"PU_1","C_1","2","4",1
"PU_1","C_1","2","5",1
"PU_1","C_1","3","2",1
"PU_1","C_1","4","2",1
"PU_1","C_1","6","3",1
"PU_1","C_1","3","7",1
"PU_1","C_1","2","3",1
"PU_1","C_1","3","6",1
"PU_1","C_1","5","1",1
"PU_2","C_1","6","6",65
